clave,id,frase,autor,fuente
CC,100,"Escribir código limpio es un acto de respeto hacia quien lo leerá después, incluso si eres tú mismo.","Robert C. Martin","Clean Code"
CA,001,"La arquitectura limpia permite desarrollar sin miedo a romper el sistema.","Robert C. Martin","Clean Architecture"
CA,002,"El propósito de la arquitectura es minimizar el costo de cambio a lo largo del tiempo.","Robert C. Martin","Clean Architecture"
CA,003,"Una buena arquitectura hace que las decisiones difíciles sean reversibles.","Robert C. Martin","Clean Architecture"
CA,004,"Los detalles son secundarios: la política de negocio debe dominar el diseño.","Robert C. Martin","Clean Architecture"
CA,005,"No construyas para el framework, deja que el framework trabaje para ti.","Robert C. Martin","Clean Architecture"
CA,006,"La arquitectura limpia separa las reglas del negocio de los detalles técnicos.","Robert C. Martin","Clean Architecture"
CA,007,"Cuando el código de negocio depende del framework, el framework es el dueño del sistema.","Robert C. Martin","Clean Architecture"
CA,008,"La independencia de frameworks es un principio, no un lujo.","Robert C. Martin","Clean Architecture"
CA,009,"Las capas no son para dividir personas, sino para dividir responsabilidades.","Robert C. Martin","Clean Architecture"
CA,010,"Los casos de uso son el corazón de tu aplicación, protégelos del mundo exterior.","Robert C. Martin","Clean Architecture"
CA,011,"La base de datos no es la aplicación, es solo un detalle de implementación.","Robert C. Martin","Clean Architecture"
CA,012,"Una arquitectura limpia te permite cambiar la base de datos sin tocar las reglas de negocio.","Robert C. Martin","Clean Architecture"
CA,013,"El software bien diseñado es aquel que puedes probar sin ejecutar.","Robert C. Martin","Clean Architecture"
CA,014,"El diseño debe permitir la evolución, no bloquearla.","Robert C. Martin","Clean Architecture"
CA,015,"La separación de preocupaciones no es teoría, es supervivencia a largo plazo.","Robert C. Martin","Clean Architecture"
CA,016,"Si el cambio de UI rompe la lógica de negocio, la arquitectura falló.","Robert C. Martin","Clean Architecture"
CA,017,"Cada capa debe conocer solo las capas más cercanas, nunca las más lejanas.","Robert C. Martin","Clean Architecture"
CA,018,"Una buena arquitectura soporta el paso del tiempo mejor que el hardware donde corre.","Robert C. Martin","Clean Architecture"
CA,019,"Los límites de la arquitectura son las fronteras donde se protege la integridad del negocio.","Robert C. Martin","Clean Architecture"
CA,020,"No te enamores de los frameworks, enamórate de los principios.","Robert C. Martin","Clean Architecture"
CA,021,"La arquitectura no se trata de diagramas, sino de decisiones que duran.","Robert C. Martin","Clean Architecture"
CA,022,"El objetivo de la arquitectura es reducir la cantidad de conocimiento que necesitas para cambiar algo.","Robert C. Martin","Clean Architecture"
CA,023,"Una arquitectura limpia permite reemplazar detalles sin dolor.","Robert C. Martin","Clean Architecture"
CA,024,"Las reglas de negocio deben ser independientes del tiempo y la tecnología.","Robert C. Martin","Clean Architecture"
CA,025,"Una buena arquitectura no fuerza dependencias hacia afuera, las controla hacia adentro.","Robert C. Martin","Clean Architecture"
CA,026,"El sistema debe depender de las abstracciones, no de las implementaciones.","Robert C. Martin","Clean Architecture"
CA,027,"El principio de inversión de dependencias es la columna vertebral de la arquitectura limpia.","Robert C. Martin","Clean Architecture"
CA,028,"El software se pudre cuando los detalles dictan las reglas.","Robert C. Martin","Clean Architecture"
CA,029,"La arquitectura no es opcional; incluso el caos tiene una.","Robert C. Martin","Clean Architecture"
CA,030,"Cada decisión arquitectónica incorrecta multiplica el costo de mantenimiento.","Robert C. Martin","Clean Architecture"
CA,031,"El código más importante de tu sistema no debería importar dónde se ejecuta.","Robert C. Martin","Clean Architecture"
CA,032,"Un sistema limpio no teme ser migrado ni reescrito parcialmente.","Robert C. Martin","Clean Architecture"
CA,033,"La arquitectura limpia da libertad a los desarrolladores, no dependencia de herramientas.","Robert C. Martin","Clean Architecture"
CA,034,"No hay arquitectura limpia sin pruebas limpias.","Robert C. Martin","Clean Architecture"
CA,035,"El tiempo destruye lo que no tiene principios sólidos.","Robert C. Martin","Clean Architecture"
CA,036,"El cambio es inevitable, pero el sufrimiento al cambiar es opcional.","Robert C. Martin","Clean Architecture"
CA,037,"Una arquitectura limpia promueve que el negocio sobreviva más que el framework.","Robert C. Martin","Clean Architecture"
CA,038,"Cada capa externa debe poder morir sin afectar el núcleo del sistema.","Robert C. Martin","Clean Architecture"
CA,039,"El diseño debe proteger lo esencial de lo accidental.","Robert C. Martin","Clean Architecture"
CA,040,"El software que no puede probarse, no puede mantenerse.","Robert C. Martin","Clean Architecture"
CA,041,"La verdadera arquitectura se refleja en cómo se acopla el cambio, no en cómo luce el diagrama.","Robert C. Martin","Clean Architecture"
CA,042,"Un sistema bien estructurado se siente estable incluso mientras evoluciona.","Robert C. Martin","Clean Architecture"
CA,043,"El flujo de dependencias siempre debe ir hacia adentro, hacia las reglas.","Robert C. Martin","Clean Architecture"
CA,044,"La arquitectura es más sobre fronteras que sobre frameworks.","Robert C. Martin","Clean Architecture"
CA,045,"El diseño emergente solo es posible si los cimientos están limpios.","Robert C. Martin","Clean Architecture"
CA,046,"Las reglas del negocio son más estables que la tecnología; dales prioridad.","Robert C. Martin","Clean Architecture"
CA,047,"El tiempo que ahorras ignorando arquitectura se paga con intereses exponenciales.","Robert C. Martin","Clean Architecture"
CA,048,"Las decisiones arquitectónicas deben ser deliberadas, no accidentales.","Robert C. Martin","Clean Architecture"
CA,049,"Las dependencias deben apuntar siempre a lo que cambia menos.","Robert C. Martin","Clean Architecture"
CA,050,"Un buen diseño es aquel donde cada módulo tiene un propósito claro y único.","Robert C. Martin","Clean Architecture"
CA,051,"La arquitectura limpia simplifica el razonamiento sobre el sistema.","Robert C. Martin","Clean Architecture"
CA,052,"No puedes tener buena arquitectura si todo depende de todo.","Robert C. Martin","Clean Architecture"
CA,053,"El software limpio se comporta como una conversación clara entre capas.","Robert C. Martin","Clean Architecture"
CA,054,"Las fronteras bien definidas reducen la entropía del sistema.","Robert C. Martin","Clean Architecture"
CA,055,"Cada capa debe tener su propio lenguaje, sin filtrar jerga de otras.","Robert C. Martin","Clean Architecture"
CA,056,"Los detalles son la arena; construye primero la roca sólida del dominio.","Robert C. Martin","Clean Architecture"
CA,057,"La arquitectura limpia es una inversión en la capacidad de cambiar.","Robert C. Martin","Clean Architecture"
CA,058,"No diseñes por modas, diseña por principios.","Robert C. Martin","Clean Architecture"
CA,059,"El buen diseño elimina la urgencia, el mal diseño la multiplica.","Robert C. Martin","Clean Architecture"
CA,060,"Si el código central no puede probarse sin red, la arquitectura está acoplada.","Robert C. Martin","Clean Architecture"
CA,061,"El orden de dependencia es una decisión arquitectónica, no una coincidencia.","Robert C. Martin","Clean Architecture"
CA,062,"La independencia de UI, base de datos y frameworks es la esencia de la arquitectura limpia.","Robert C. Martin","Clean Architecture"
CA,063,"No midas la arquitectura por su complejidad, sino por su capacidad de adaptación.","Robert C. Martin","Clean Architecture"
CA,064,"Un sistema limpio envejece con dignidad; uno sucio se vuelve frágil.","Robert C. Martin","Clean Architecture"
CA,065,"La arquitectura buena se siente invisible cuando funciona bien.","Robert C. Martin","Clean Architecture"
CA,066,"El código de negocio no debería saber si vive en la nube o en un servidor local.","Robert C. Martin","Clean Architecture"
CA,067,"El propósito de una capa no es decorar, sino aislar.","Robert C. Martin","Clean Architecture"
CA,068,"Las abstracciones deben modelar ideas, no herramientas.","Robert C. Martin","Clean Architecture"
CA,069,"El sistema debe gritar la intención del negocio, no los detalles técnicos.","Robert C. Martin","Clean Architecture"
CA,070,"Cada cambio técnico debería sentirse pequeño desde el punto de vista del negocio.","Robert C. Martin","Clean Architecture"
CA,071,"Una buena arquitectura amplifica la claridad de los casos de uso.","Robert C. Martin","Clean Architecture"
CA,072,"El caos arquitectónico se disfraza de flexibilidad hasta que llega el cambio.","Robert C. Martin","Clean Architecture"
CA,073,"La arquitectura limpia te da control sobre el cambio, no sobre el destino.","Robert C. Martin","Clean Architecture"
CA,074,"Los principios son más duraderos que las modas de diseño.","Robert C. Martin","Clean Architecture"
CA,075,"El código acoplado es el enemigo del progreso sostenido.","Robert C. Martin","Clean Architecture"
CA,076,"Cada dependencia innecesaria es una deuda que crece con el tiempo.","Robert C. Martin","Clean Architecture"
CA,077,"Los límites explícitos evitan los errores implícitos.","Robert C. Martin","Clean Architecture"
CA,078,"El software debe ser fácil de entender antes que fácil de escribir.","Robert C. Martin","Clean Architecture"
CA,079,"El diseño limpio acelera los proyectos grandes y simplifica los pequeños.","Robert C. Martin","Clean Architecture"
CA,080,"La arquitectura define el esqueleto; los frameworks son solo músculos reemplazables.","Robert C. Martin","Clean Architecture"
CA,081,"Un buen diseño permite que lo difícil se vuelva rutinario.","Robert C. Martin","Clean Architecture"
CA,082,"Los frameworks envejecen; los principios no.","Robert C. Martin","Clean Architecture"
CA,083,"Una arquitectura limpia prioriza la intención sobre la implementación.","Robert C. Martin","Clean Architecture"
CA,084,"Cada capa debe poder testearse sin invocar las demás.","Robert C. Martin","Clean Architecture"
CA,085,"El software sin estructura es solo código amontonado.","Robert C. Martin","Clean Architecture"
CA,086,"La simplicidad arquitectónica es un acto de humildad técnica.","Robert C. Martin","Clean Architecture"
CA,087,"Las arquitecturas limpias invitan a colaborar; las caóticas intimidan.","Robert C. Martin","Clean Architecture"
CA,088,"Diseñar es decidir qué ignorar y qué proteger.","Robert C. Martin","Clean Architecture"
CA,089,"La arquitectura limpia te prepara para un futuro desconocido.","Robert C. Martin","Clean Architecture"
CA,090,"El buen diseño sobrevive incluso a los malos programadores.","Robert C. Martin","Clean Architecture"
CA,091,"El software debería gritar el dominio, no el framework.","Robert C. Martin","Clean Architecture"
CA,092,"Cada límite explícito es una barrera contra la dependencia innecesaria.","Robert C. Martin","Clean Architecture"
CA,093,"El principio de inversión de dependencias es una vacuna contra el acoplamiento.","Robert C. Martin","Clean Architecture"
CA,094,"El diseño limpio es invisible para quien usa el sistema, pero vital para quien lo mantiene.","Robert C. Martin","Clean Architecture"
CA,095,"El software bien diseñado inspira confianza para evolucionar.","Robert C. Martin","Clean Architecture"
CA,096,"Una arquitectura limpia no teme ser cuestionada, porque puede explicarse.","Robert C. Martin","Clean Architecture"
CA,097,"Las buenas arquitecturas se construyen con límites claros y respeto mutuo entre capas.","Robert C. Martin","Clean Architecture"
CA,098,"La independencia tecnológica es la verdadera fortaleza de un sistema.","Robert C. Martin","Clean Architecture"
CA,099,"La arquitectura limpia no se nota cuando funciona, pero duele cuando falta.","Robert C. Martin","Clean Architecture"
CA,100,"La meta final de la arquitectura es permitir que el cambio sea rutinario y no traumático.","Robert C. Martin","Clean Architecture"
CCO,001,"Ser profesional no es escribir código, es asumir responsabilidad por lo que ese código hace.","Robert C. Martin","The Clean Coder"
CCO,002,"Decir 'no' a tiempo es más profesional que decir 'sí' y fallar después.","Robert C. Martin","The Clean Coder"
CCO,003,"La calidad no se negocia, se defiende.","Robert C. Martin","The Clean Coder"
CCO,004,"Los profesionales entregan software que funciona, no excusas que suenan bien.","Robert C. Martin","The Clean Coder"
CCO,005,"El código no es arte, es una promesa de comportamiento.","Robert C. Martin","The Clean Coder"
CCO,006,"Cada vez que aceptas una fecha imposible, traicionas tu propio criterio.","Robert C. Martin","The Clean Coder"
CCO,007,"Ser profesional es admitir tus límites y planificar alrededor de ellos.","Robert C. Martin","The Clean Coder"
CCO,008,"El programador responsable prueba su código antes de entregarlo.","Robert C. Martin","The Clean Coder"
CCO,009,"No confundas actividad con productividad: escribir código rápido no es lo mismo que escribir buen código.","Robert C. Martin","The Clean Coder"
CCO,010,"Cuando aceptas un compromiso, te conviertes en tu propia garantía.","Robert C. Martin","The Clean Coder"
CCO,011,"La presión no es excusa para escribir mal código.","Robert C. Martin","The Clean Coder"
CCO,012,"Los buenos programadores practican fuera del trabajo para rendir bien dentro del trabajo.","Robert C. Martin","The Clean Coder"
CCO,013,"El código es tu firma profesional; cada línea habla por ti.","Robert C. Martin","The Clean Coder"
CCO,014,"No puedes controlar los requisitos, pero sí la calidad de tu respuesta ante ellos.","Robert C. Martin","The Clean Coder"
CCO,015,"Un profesional planifica tiempo para mejorar, no solo para cumplir.","Robert C. Martin","The Clean Coder"
CCO,016,"Las estimaciones no son promesas, son hipótesis razonables.","Robert C. Martin","The Clean Coder"
CCO,017,"No aceptes compromisos que sabes que pondrán en riesgo la calidad.","Robert C. Martin","The Clean Coder"
CCO,018,"La integridad técnica es una forma de respeto hacia tu cliente y tu equipo.","Robert C. Martin","The Clean Coder"
CCO,019,"El miedo a decir 'no' crea más fracasos que los errores de código.","Robert C. Martin","The Clean Coder"
CCO,020,"El verdadero profesional no culpa al calendario, corrige su proceso.","Robert C. Martin","The Clean Coder"
CCO,021,"La presión no crea excelencia, solo errores más rápido.","Robert C. Martin","The Clean Coder"
CCO,022,"Cada interrupción aceptada sin razón es una renuncia a tu concentración.","Robert C. Martin","The Clean Coder"
CCO,023,"La disciplina es la diferencia entre el programador bueno y el programador confiable.","Robert C. Martin","The Clean Coder"
CCO,024,"El profesional no espera inspiración; construye hábitos.","Robert C. Martin","The Clean Coder"
CCO,025,"No puedes ser ágil sin ser responsable.","Robert C. Martin","The Clean Coder"
CCO,026,"El código mal escrito bajo presión costará más tiempo después.","Robert C. Martin","The Clean Coder"
CCO,027,"Los profesionales entienden que el tiempo invertido en pruebas se recupera en mantenimiento.","Robert C. Martin","The Clean Coder"
CCO,028,"No aceptes trabajar cansado; el agotamiento produce bugs y arrepentimiento.","Robert C. Martin","The Clean Coder"
CCO,029,"La profesionalidad empieza cuando tu palabra vale más que tu teclado.","Robert C. Martin","The Clean Coder"
CCO,030,"La humildad técnica consiste en aceptar que el error es parte del proceso, no del carácter.","Robert C. Martin","The Clean Coder"
CCO,031,"Si tu equipo no puede confiar en tus compromisos, no puede planificar.","Robert C. Martin","The Clean Coder"
CCO,032,"Los mejores desarrolladores no solo escriben código; escriben confianza.","Robert C. Martin","The Clean Coder"
CCO,033,"Nunca culpes a los usuarios por no entender un sistema que tú diseñaste.","Robert C. Martin","The Clean Coder"
CCO,034,"No hay tiempo para hacer las cosas mal y luego arreglarlas; hazlas bien una vez.","Robert C. Martin","The Clean Coder"
CCO,035,"Ser profesional es aprender a decir 'no' sin sonar negativo.","Robert C. Martin","The Clean Coder"
CCO,036,"No puedes ser productivo si no eres predecible.","Robert C. Martin","The Clean Coder"
CCO,037,"Los plazos son compromisos, no castigos.","Robert C. Martin","The Clean Coder"
CCO,038,"Practicar cada día es la única forma de mejorar de verdad.","Robert C. Martin","The Clean Coder"
CCO,039,"Los errores son inevitables, pero repetirlos es opcional.","Robert C. Martin","The Clean Coder"
CCO,040,"Un profesional protege su foco como un cirujano protege su pulso.","Robert C. Martin","The Clean Coder"
CCO,041,"El trabajo en equipo no es dividir tareas, es compartir responsabilidad.","Robert C. Martin","The Clean Coder"
CCO,042,"El código sin pruebas es una deuda moral, no solo técnica.","Robert C. Martin","The Clean Coder"
CCO,043,"El profesional no programa por impulso, sino por intención.","Robert C. Martin","The Clean Coder"
CCO,044,"El compromiso sin realismo es la raíz de los proyectos fallidos.","Robert C. Martin","The Clean Coder"
CCO,045,"Los buenos hábitos técnicos son tu mejor defensa contra el caos.","Robert C. Martin","The Clean Coder"
CCO,046,"Los bugs son síntomas, no enfermedades: la enfermedad es la prisa.","Robert C. Martin","The Clean Coder"
CCO,047,"Nunca te conformes con que funcione; haz que funcione bien.","Robert C. Martin","The Clean Coder"
CCO,048,"Cada línea escrita sin pruebas es una apuesta contra el futuro.","Robert C. Martin","The Clean Coder"
CCO,049,"El profesional no se mide por la velocidad, sino por la consistencia.","Robert C. Martin","The Clean Coder"
CCO,050,"Si el estrés guía tu código, tu código será frágil.","Robert C. Martin","The Clean Coder"
CCO,051,"No hay excusa válida para ignorar las pruebas automatizadas.","Robert C. Martin","The Clean Coder"
CCO,052,"La confianza no se exige, se gana entregando calidad constante.","Robert C. Martin","The Clean Coder"
CCO,053,"El respeto por el cliente comienza con respeto por el código.","Robert C. Martin","The Clean Coder"
CCO,054,"Ser profesional implica mantener la calma cuando todo se rompe.","Robert C. Martin","The Clean Coder"
CCO,055,"La honestidad técnica es más importante que la obediencia jerárquica.","Robert C. Martin","The Clean Coder"
CCO,056,"Tu reputación técnica se construye con cada commit.","Robert C. Martin","The Clean Coder"
CCO,057,"La excelencia no se improvisa, se entrena.","Robert C. Martin","The Clean Coder"
CCO,058,"No hay profesionalismo sin autodisciplina.","Robert C. Martin","The Clean Coder"
CCO,059,"Los programadores mediocres culpan, los profesionales aprenden.","Robert C. Martin","The Clean Coder"
CCO,060,"Un buen profesional no trabaja más horas, trabaja mejor horas.","Robert C. Martin","The Clean Coder"
CCO,061,"El código limpio no es arte, es respeto por el tiempo de otros.","Robert C. Martin","The Clean Coder"
CCO,062,"El profesional entiende que el software es un servicio, no una hazaña personal.","Robert C. Martin","The Clean Coder"
CCO,063,"El cansancio hace tonto al más brillante programador.","Robert C. Martin","The Clean Coder"
CCO,064,"Decir la verdad técnica siempre cuesta menos que ocultarla.","Robert C. Martin","The Clean Coder"
CCO,065,"Tu trabajo no es complacer al jefe, sino servir al producto.","Robert C. Martin","The Clean Coder"
CCO,066,"El profesional busca feedback, no aprobación.","Robert C. Martin","The Clean Coder"
CCO,067,"Los errores enseñan más que los éxitos si los enfrentas con humildad.","Robert C. Martin","The Clean Coder"
CCO,068,"No basta con ser competente; hay que ser confiable.","Robert C. Martin","The Clean Coder"
CCO,069,"El profesional planifica descansos con la misma seriedad que los despliegues.","Robert C. Martin","The Clean Coder"
CCO,070,"La prisa es enemiga de la precisión.","Robert C. Martin","The Clean Coder"
CCO,071,"Aprender continuamente es parte del trabajo, no un lujo.","Robert C. Martin","The Clean Coder"
CCO,072,"El profesional respeta sus límites para poder superarlos conscientemente.","Robert C. Martin","The Clean Coder"
CCO,073,"El código no miente; el programador sí puede hacerlo consigo mismo.","Robert C. Martin","The Clean Coder"
CCO,074,"La disciplina técnica es el verdadero liderazgo en desarrollo.","Robert C. Martin","The Clean Coder"
CCO,075,"El profesional evita el drama y busca la claridad.","Robert C. Martin","The Clean Coder"
CCO,076,"Escribir código sin propósito es como hablar sin pensar.","Robert C. Martin","The Clean Coder"
CCO,077,"El aprendizaje continuo es la única forma de seguir siendo relevante.","Robert C. Martin","The Clean Coder"
CCO,078,"No es heroico salvar el proyecto a las tres de la mañana; es irresponsable haber llegado ahí.","Robert C. Martin","The Clean Coder"
CCO,079,"Cada refactorización responsable fortalece tu carácter profesional.","Robert C. Martin","The Clean Coder"
CCO,080,"Los mejores equipos son los que corrigen los errores sin buscar culpables.","Robert C. Martin","The Clean Coder"
